id;;det;;word;;definition;;rank
n-spa-572;;el;;comportamiento;;behavior, conduct;;1343
n-spa-573;;la;;crítica;;criticism, critique;;1344
n-spa-574;;el;;fuego;;ﬁre, gunﬁre;;1346
n-spa-575;;la;;tendencia;;tendency, style;;1347
n-spa-576;;la;;norma;;standard, pattern, norm;;1349
n-spa-577;;la;;rueda;;wheel;;1352
n-spa-578;;el;;puente;;bridge;;1353
n-spa-579;;el;;rasgo;;feature, trait;;1355
n-spa-580;;el;;cuento;;story, tale;;1357
n-spa-581;;el;;signo;;sign, mark, symbol;;1359
n-spa-582;;la;;señal;;signal;;1360
n-spa-583;;la;;campaña;;campaign;;1362
n-spa-584;;el;;puerto;;port, harbor;;1364
n-spa-585;;la;;aventura;;adventure;;1366
n-spa-586;;la;;marca;;mark, brand, trademark;;1370
n-spa-587;;la;;ilusión;;illusion, hope, dream;;1372
n-spa-588;;la;;compra;;shopping, buy, purchase;;1374
n-spa-589;;la;;inteligencia;;intelligence;;1375
n-spa-590;;la;;virtud;;virtue, quality;;1378
n-spa-591;;el;;remedio;;alternative, cure, solution;;1379
n-spa-592;;el;;territorio;;territory;;1382
n-spa-593;;la;;facultad;;faculty, ability;;1383
n-spa-594;;la;;fotografía;;photograph;;1385
n-spa-595;;el;;techo;;roof;;1386
n-spa-596;;la;;conducta;;conduct, behavior;;1388
n-spa-597;;el;;salto;;jump, hop, skip;;1391
n-spa-598;;el;;pan;;bread;;1392
n-spa-599;;la;;disposición;;disposal, disposition;;1398
n-spa-600;;el;;general;;general;;1400
n-spa-601;;la;;disciplina;;discipline;;1401
n-spa-602;;el;;personal;;personnel;;1404
n-spa-603;;la;;columna;;column, spine;;1406
n-spa-604;;el;;indio;;Indian;;1411
n-spa-605;;el;;gato;;cat;;1412
n-spa-606;;el;;o la margen;;bank, edge, margin;;1413
n-spa-607;;la;;resistencia;;resistance;;1415
n-spa-608;;la;;pérdida;;loss;;1417
n-spa-609;;el;;tratamiento;;treatment, processing;;1418
n-spa-610;;la;;entrevista;;interview;;1419
n-spa-611;;el;;espectáculo;;spectacle, show;;1420
n-spa-612;;la;;personalidad;;personality, celebrity;;1421
n-spa-613;;el;;mayo;;May;;1422
n-spa-614;;la;;representación;;representation;;1425
n-spa-615;;el;;régimen;;regime, diet;;1426
n-spa-616;;la;;punta;;tip, point;;1427
n-spa-617;;la;;alegría;;joy, happiness;;1429
n-spa-618;;la;;misión;;mission, task;;1432
n-spa-619;;el;;empleo;;work, job, occupation;;1436
n-spa-620;;la;;participación;;participation, involvement;;1438
n-spa-621;;el;;período;;period, time;;1440
n-spa-622;;la;;busca;;search, hunt;;1441
n-spa-623;;la;;superﬁcie;;surface;;1442
n-spa-624;;la;;pasión;;passion, desire;;1445
n-spa-625;;el;;vehículo;;vehicle, car;;1446
n-spa-626;;el;;enero;;January;;1449
n-spa-627;;el;;capítulo;;chapter;;1450
n-spa-628;;el;;fracaso;;failure, collapse;;1451
n-spa-629;;el;;experto;;expert;;1452
n-spa-630;;la;;inquietud;;restlessness, anxiety;;1453
n-spa-631;;el;;organismo;;organization, organism;;1458
n-spa-632;;la;;canción;;song;;1459
n-spa-633;;la;;religión;;religion;;1460
n-spa-634;;el;;departamento;;department;;1462
n-spa-635;;la;;periodista;;journalist;;1464
n-spa-636;;la;;interpretación;;interpretation;;1468
n-spa-637;;la;;belleza;;beauty;;1472
n-spa-638;;la;;universidad;;university;;1473
n-spa-639;;la;;riqueza;;riches, wealth;;1474
n-spa-640;;el;;rato;;moment, while, time;;1478
n-spa-641;;el;;equilibrio;;balance;;1487
n-spa-642;;el;;fruto;;fruit, result;;1490
n-spa-643;;el;;o la representante;;representative;;1491
n-spa-644;;el;;exceso;;excess;;1495
n-spa-645;;la;;capa;;layer, coat;;1496
n-spa-646;;el;;defecto;;defect;;1497
n-spa-647;;la;;fábrica;;factory, manufacture;;1498
n-spa-648;;la;;espalda;;back . . . body part;;1499
n-spa-649;;el;;género;;sort, gender, genre;;1501
n-spa-650;;la;;economía;;economy, economics, thriftiness;;1504
n-spa-651;;el;;bosque;;forest;;1506
n-spa-652;;el;;paisaje;;landscape;;1508
n-spa-653;;el;;llamado;;call, calling;;1510
n-spa-654;;el;;paciente;;patient;;1511
n-spa-655;;la;;tensión;;tension, stress, strain;;1514
n-spa-656;;el;;ministro;;government secretary, minister;;1519
n-spa-657;;el;;impulso;;impulse, momentum;;1520
n-spa-658;;el;;comercio;;commerce, trade;;1522
n-spa-659;;la;;espera;;wait;;1525
n-spa-660;;la;;reserva;;reservation, reserve;;1527
n-spa-661;;la;;competencia;;competition, contest;;1529
n-spa-662;;la;;observación;;observation;;1535
n-spa-663;;el;;vacío;;emptiness, void;;1538
n-spa-664;;la;;cifra;;figure, number;;1540
n-spa-665;;la;;escala;;scale, ladder, rank;;1542
n-spa-666;;el;;procedimiento;;procedure, proceedings;;1544
n-spa-667;;la;;fórmula;;formula;;1546
n-spa-668;;el;;ámbito;;sphere, space;;1547
n-spa-669;;el;;informe;;report;;1548
n-spa-670;;la;;dimensión;;dimension, size;;1549
n-spa-671;;el;;o la cliente;;customer, client;;1550
n-spa-672;;la;;manifestación;;protest, manifestation;;1551
n-spa-673;;el;;pico;;beak, peak;;1553
n-spa-674;;la;;sensibilidad;;sensitivity;;1554
n-spa-675;;el;;regreso;;return;;1557
n-spa-676;;la;;temperatura;;temperature;;1558
n-spa-677;;el;;julio;;July;;1559
n-spa-678;;la;;bomba;;bomb, explosion, pump;;1562
n-spa-679;;el;;órgano;;organ;;1563
n-spa-680;;el;;avance;;advance, progress;;1565
n-spa-681;;la;;humanidad;;humanity, mankind;;1566
n-spa-682;;la;;ﬁrma;;company, signature, signing;;1567
n-spa-683;;el;;soldado;;soldier;;1568
n-spa-684;;el;;clima;;climate;;1576
n-spa-685;;la;;emoción;;emotion, excitement;;1577
n-spa-686;;el;;automóvil;;automobile;;1578
n-spa-687;;el;;mal;;harm, evil, wrong;;1580
n-spa-688;;la;;habilidad;;skill, ability;;1582
n-spa-689;;la;;identidad;;identity;;1583
n-spa-690;;la;;desgracia;;misfortune, bad luck;;1584
n-spa-691;;el;;deber;;duty;;1588
n-spa-692;;la;;cola;;line, queue, tail;;1589
n-spa-693;;el;;progreso;;progress;;1591
n-spa-694;;la;;muestra;;proof, sample, sign;;1594
n-spa-695;;el;;hábito;;habit;;1596
n-spa-696;;el;;mecanismo;;mechanism;;1599
n-spa-697;;la;;vivienda;;housing, dwelling;;1600
n-spa-698;;la;;área;;area, zone;;1602
n-spa-699;;la;;mezcla;;mixture, blend;;1606
n-spa-700;;la;;habitación;;room, bedroom, habitat;;1610
n-spa-701;;la;;instrucción;;instruction;;1611
n-spa-702;;la;;versión;;version, account;;1613
n-spa-703;;el;;lujo;;luxury;;1614
n-spa-704;;la;;intervención;;intervention;;1615
n-spa-705;;la;;llegada;;arrival;;1616
n-spa-706;;la;;testigo;;witness;;1618
n-spa-707;;el;;dominio;;power, control;;1619
n-spa-708;;la;;raza;;race, lineage;;1620
n-spa-709;;el;;descubrimiento;;discovery;;1622
n-spa-710;;las;;vacaciones;;vacation;;1623
n-spa-711;;la;;provincia;;province, region;;1624
n-spa-712;;el;;saber;;knowledge;;1625
n-spa-713;;la;;claridad;;clearness, clarity;;1630
n-spa-714;;la;;arena;;sand;;1635
n-spa-715;;la;;postura;;posture, position, attitude;;1636
n-spa-716;;el;;salón;;hall, room;;1637
n-spa-717;;el;;escenario;;stage, setting, scene;;1638
n-spa-718;;el;;largo;;length;;1640
n-spa-719;;el;;hotel;;hotel;;1643
n-spa-720;;el;;oﬁcio;;job, occupation, function;;1644
n-spa-721;;la;;ﬁla;;line, row, ﬁle;;1647
n-spa-722;;el;;o la patrón(a);;employer, landlord, patron saint;;1648
n-spa-723;;el;;pecho;;chest, breast;;1649
n-spa-724;;la;;tienda;;shop, store, tent;;1650
n-spa-725;;la;;protección;;protection;;1652
n-spa-726;;el;;funcionario;;civil servant;;1653
n-spa-727;;el;;transporte;;transportation, transport;;1657
n-spa-728;;la;;red;;network, net, system;;1658
n-spa-729;;la;;caída;;fall, drop, falling;;1659
n-spa-730;;el;;valle;;valley;;1663
n-spa-731;;el;;vuelo;;ﬂight;;1665
n-spa-732;;el;;sexo;;sex;;1667
n-spa-733;;la;;iniciativa;;initiative;;1668
n-spa-734;;la;;concentración;;concentration, gathering;;1670
n-spa-735;;el;;grito;;cry, shout, scream;;1671
n-spa-736;;la;;esencia;;essence;;1672
n-spa-737;;la;;cocina;;kitchen;;1673
n-spa-738;;el;;reﬂejo;;reﬂection;;1675
n-spa-739;;la;;deﬁnición;;deﬁnition;;1676
n-spa-740;;el;;abogado;;lawyer;;1680
n-spa-741;;la;;sesión;;session, meeting;;1683
n-spa-742;;el;;reloj;;clock, watch;;1685
n-spa-743;;el;;muchacho;;boy;;1687
n-spa-744;;el;;octubre;;October;;1688
n-spa-745;;la;;exposición;;exhibition, display;;1689
n-spa-746;;el;;ingreso;;entrance, admission, income;;1690
n-spa-747;;el;;dibujo;;drawing, sketch;;1692
n-spa-748;;el;;hueso;;bone;;1695
n-spa-749;;el;;o la militar;;soldier, military person;;1697
n-spa-750;;el;;motor;;engine, motor;;1698
n-spa-751;;la;;oposición;;opposition;;1699
n-spa-752;;el;;patio;;courtyard, playground, yard;;1700
n-spa-753;;la;;fruta;;fruit;;1701
n-spa-754;;el;;ideal;;ideal;;1702
n-spa-755;;el;;actor;;actor;;1705
n-spa-756;;la;;confusión;;confusion;;1706
n-spa-757;;el;;traje;;suit, dress, costume;;1710
n-spa-758;;la;;exigencia;;requirement, demand;;1711
n-spa-759;;la;;víctima;;victim, casualty;;1712
n-spa-760;;la;;playa;;beach, seaside;;1713
n-spa-761;;el;;o la trabajador;;worker, laborer;;1714
n-spa-762;;el;;hierro;;iron;;1716
n-spa-763;;la;;tela;;cloth, fabric;;1719
n-spa-764;;la;;producción;;production;;1721
n-spa-765;;el;;febrero;;February;;1722
n-spa-766;;el;;símbolo;;symbol;;1723
n-spa-767;;la;;medicina;;medicine;;1725
n-spa-768;;la;;búsqueda;;search;;1727
n-spa-769;;la;;tranquilidad;;tranquility, peace;;1729
n-spa-770;;el;;espejo;;mirror, reﬂection;;1730
n-spa-771;;la;;comprensión;;understanding;;1732
n-spa-772;;el;;cerebro;;brain;;1734
n-spa-773;;el;;tiro;;throw, shot;;1737
n-spa-774;;el;;abuelo;;grandfather;;1740
n-spa-775;;la;;declaración;;declaration, statement;;1746
n-spa-776;;el;;sujeto;;subject, individual;;1748
n-spa-777;;la;;enseñanza;;teaching, instruction;;1751
n-spa-778;;el;;permiso;;permission, permit;;1753
n-spa-779;;la;;evolución;;evolution, development;;1754
n-spa-780;;el;;tío;;uncle, guy;;1755
n-spa-781;;la;;moral;;morals, ethics;;1756
n-spa-782;;el;;parque;;park;;1760
n-spa-783;;el;;ingeniero;;engineer;;1761
n-spa-784;;el;;borde;;edge;;1763
n-spa-785;;el;;entusiasmo;;enthusiasm;;1765
n-spa-786;;la;;independencia;;independence;;1767
n-spa-787;;la;;mentira;;lie;;1768
n-spa-788;;el;;sueldo;;salary, pay;;1770
n-spa-789;;la;;comparación;;comparison;;1772
n-spa-790;;el;;seno;;breast, bosom, cavity;;1776
n-spa-791;;el;;canto;;singing, chant;;1778
n-spa-792;;la;;potencia;;power, potential;;1779
n-spa-793;;el;;o la oﬁcial;;ofﬁcial, ofﬁcer;;1781
n-spa-794;;la;;fortuna;;fortune, fate;;1782
n-spa-795;;el;;crimen;;crime, murder;;1783
n-spa-796;;el;;ciudadano;;citizen;;1787
n-spa-797;;el;;baño;;bathroom, bath, swim;;1789
n-spa-798;;el;;reconocimiento;;recognition;;1794
n-spa-799;;el;;exterior;;exterior, outside;;1795
n-spa-800;;el;;crédito;;credit, reputation;;1799
n-spa-801;;la;;alternativa;;alternative;;1800
n-spa-802;;el;;canal;;channel, canal;;1804
n-spa-803;;el;;agente;;agent;;1806
n-spa-804;;el;;pago;;payment;;1807
n-spa-805;;la;;ﬁlosofía;;philosophy;;1808
n-spa-806;;el;;lector;;reader, lecturer;;1810
n-spa-807;;el;;triunfo;;triumph, victory;;1813
n-spa-808;;el;;sábado;;Saturday;;1816
n-spa-809;;la;;amiga;;female friend;;1817
n-spa-810;;la;;carretera;;highway, road;;1818
n-spa-811;;la;;victoria;;victory, triumph;;1821
n-spa-812;;el;;pájaro;;bird;;1824
n-spa-813;;la;;biblioteca;;library;;1825
n-spa-814;;la;;reﬂexión;;reﬂection;;1826
n-spa-815;;la;;vocación;;vocation, calling;;1829
n-spa-816;;el;;continente;;continent;;1831
n-spa-817;;la;;tabla;;chart, board, table, plank;;1833
n-spa-818;;el;;ensayo;;essay, rehearsal;;1835
n-spa-819;;el;;plato;;plate, dish;;1836
n-spa-820;;el;;jardín;;garden;;1837
n-spa-821;;la;;imaginación;;imagination, fantasy;;1838
n-spa-822;;la;;poesía;;poetry, poem;;1841
n-spa-823;;la;;el guardia;;guard, watch, lookout;;1842
n-spa-824;;el;;privilegio;;privilege;;1843
n-spa-825;;el;;monte;;mountain;;1844
n-spa-826;;la;;precisión;;precision;;1847
n-spa-827;;el;;sacriﬁcio;;sacriﬁce;;1848
n-spa-828;;el;;hilo;;thread, yarn, wire;;1851
n-spa-829;;la;;aparición;;appearance, apparition;;1854
n-spa-830;;el;;poema;;poem;;1855
n-spa-831;;la;;curiosidad;;curiosity, quaintness;;1857
n-spa-832;;el;;diente;;tooth, cog;;1859
n-spa-833;;el;;primo;;cousin;;1860
n-spa-834;;la;;apariencia;;appearance, aspect;;1863
n-spa-835;;la;;novedad;;latest news, newness;;1864
n-spa-836;;el;;castigo;;punishment, penalty;;1867
n-spa-837;;el;;carro;;car, cart;;1871
n-spa-838;;el;;aumento;;increase, rise;;1873
n-spa-839;;la;;pobreza;;poverty, lack, scarcity;;1874
n-spa-840;;el;;dólar;;dollar;;1878
n-spa-841;;el;;local;;place, quarters;;1880
n-spa-842;;la;;industria;;industry, factory;;1884
n-spa-843;;el;;caballero;;gentleman, knight;;1885
n-spa-844;;la;;especialista;;specialist;;1886
n-spa-845;;la;;temporada;;season, period, time;;1887
n-spa-846;;el;;humor;;mood, humor;;1889
n-spa-847;;la;;nación;;nation;;1891
n-spa-848;;la;;felicidad;;happiness;;1892
n-spa-849;;el;;o la amante;;lover;;1893
n-spa-850;;el;;cálculo;;calculation, calculus;;1897
n-spa-851;;la;;composición;;composition, make-up, essay;;1898
n-spa-852;;la;;rapidez;;speed, velocity;;1899
n-spa-853;;el;;huevo;;egg;;1900
n-spa-854;;el;;crecimiento;;growth, increase;;1902
n-spa-855;;la;;clave;;key;;1903
n-spa-856;;la;;tragedia;;tragedy;;1905
n-spa-857;;la;;colección;;collection;;1906
n-spa-858;;la;;chica;;girl, female;;1907
n-spa-859;;el;;prestigio;;prestige;;1908
n-spa-860;;la;;sección;;section, cut;;1910
n-spa-861;;la;;bolsa;;bag, purse, stock exchange;;1915
n-spa-862;;la;;cinta;;tape, ribbon, ﬁlm, strip;;1916
n-spa-863;;el;;cuello;;neck, collar;;1920
n-spa-864;;la;;continuación;;continuation, follow-up;;1921
n-spa-865;;el;;abril;;April;;1922
n-spa-866;;la;;actuación;;performance, acting;;1924
n-spa-867;;el;;factor;;factor, cause, inﬂuence;;1925
n-spa-868;;la;;esquina;;corner;;1926
n-spa-869;;el;;hombro;;shoulder;;1927
n-spa-870;;la;;infancia;;infancy, childhood;;1928
n-spa-871;;el;;descanso;;rest, interval, break;;1930
n-spa-872;;el;;zapato;;shoe;;1932
n-spa-873;;el;;parecer;;opinion, looks;;1933
n-spa-874;;el;;familiar;;relative;;1934
n-spa-875;;el;;mérito;;worth, merit;;1935
n-spa-876;;el;;muro;;exterior wall, rampart;;1942
n-spa-877;;el;;montón;;lot of, heap, pile;;1946
n-spa-878;;la;;disco;;disc, disk, record;;1948
n-spa-879;;la;;demanda;;petition, request, demand;;1950
n-spa-880;;el;;mueble;;furniture piece;;1952
n-spa-881;;el;;desastre;;disaster;;1953
n-spa-882;;el;;secreto;;secret;;1954
n-spa-883;;la;;angustia;;anguish, distress;;1957
n-spa-884;;la;;nube;;cloud;;1961
n-spa-885;;la;;miseria;;misery, wretchedness;;1963
n-spa-886;;el;;signiﬁcado;;meaning;;1966
n-spa-887;;la;;fama;;reputation, fame;;1967
n-spa-888;;el;;palacio;;palace;;1968
n-spa-889;;el;;oído;;hearing, ear;;1969
n-spa-890;;el;;polvo;;dust, powder;;1971
n-spa-891;;el;;sacerdote;;priest;;1974
n-spa-892;;la;;lección;;lesson;;1977
n-spa-893;;la;;rosa;;rose;;1978
n-spa-894;;el;;olor;;smell, odor, fragrance;;1986
n-spa-895;;el;;contrato;;contract, agreement;;1989
n-spa-896;;la;;presentación;;presentation, introduction;;1990
n-spa-897;;la;;cárcel;;jail, prison;;1991
n-spa-898;;la;;división;;division;;1992
n-spa-899;;el;;revés;;setback, mishap, misfortune;;1993
n-spa-900;;la;;cualidad;;quality, attribute;;1997
n-spa-901;;el;;índice;;index, foreﬁnger;;2000
n-spa-902;;el;;marzo;;March;;2002
n-spa-903;;la;;atmósfera;;atmosphere, environment;;2003
n-spa-904;;el;;planeta;;planet;;2004
n-spa-905;;el;;orgullo;;pride;;2006
n-spa-906;;la;;jornada;;working day, shift;;2007
n-spa-907;;el;;palo;;stick, pole;;2012
n-spa-908;;el;;diseño;;design;;2013
n-spa-909;;la;;lógica;;logic;;2015
n-spa-910;;la;;herencia;;inheritance, legacy;;2016
n-spa-911;;el;;deporte;;sport;;2019
n-spa-912;;la;;reina;;queen;;2020
n-spa-913;;la;;bandera;;ﬂag;;2021
n-spa-914;;la;;maravilla;;wonder, marvel;;2023
n-spa-915;;la;;banda;;musical band, sash;;2025
n-spa-916;;el;;cristal;;glass, crystal, window;;2026
n-spa-917;;la;;anécdota;;anecdote;;2028
n-spa-918;;la;;leyenda;;legend;;2031
n-spa-919;;el;;muerto;;dead person;;2032
n-spa-920;;el;;azúcar;;sugar;;2033
n-spa-921;;la;;inclinación;;slope, incline, tendency;;2035
n-spa-922;;el;;rostro;;face, countenance;;2040
n-spa-923;;la;;separación;;separation;;2041
n-spa-924;;el;;eco;;echo, response;;2042
n-spa-925;;la;;cita;;appointment, date, quotation;;2045
n-spa-926;;la;;actualidad;;present time;;2046
n-spa-927;;la;;fantasía;;fantasy, fancy;;2050
n-spa-928;;la;;promesa;;promise;;2051
n-spa-929;;la;;pata;;leg, paw;;2052
n-spa-930;;el;;foto;;photo, picture;;2054
n-spa-931;;la;;administración;;administration;;2055
n-spa-932;;la;;civilización;;civilization;;2057
n-spa-933;;la;;ocupación;;occupation, use;;2059
n-spa-934;;el;;asiento;;seat, chair;;2061
n-spa-935;;la;;pista;;clue, track, trace;;2065
n-spa-936;;el;;testimonio;;testimony, evidence;;2066
n-spa-937;;el;;regalo;;gift, present;;2067
n-spa-938;;la;;contradicción;;contradiction;;2073
n-spa-939;;el;;metal;;metal;;2075
n-spa-940;;el;;aceite;;oil;;2076
n-spa-941;;el;;código;;code;;2078
n-spa-942;;la;;unión;;union;;2081
n-spa-943;;la;;extensión;;extension, area, expanse;;2082
n-spa-944;;el;;varón;;male, man;;2088
n-spa-945;;la;;evidencia;;evidence, proof;;2091
n-spa-946;;la;;dignidad;;dignity;;2092
n-spa-947;;el;;escándalo;;scandal;;2093
n-spa-948;;la;;colega;;colleague;;2094
n-spa-949;;el;;horario;;schedule, timetable;;2095
n-spa-950;;la;;orilla;;shore, edge;;2096
n-spa-951;;la;;copia;;copy;;2098
n-spa-952;;la;;huella;;trace, track, footstep;;2099
n-spa-953;;el;;ejemplar;;copy, issue;;2101
n-spa-954;;el;;cura;;priest;;2103
n-spa-955;;la;;cura;;cure;;2103
n-spa-956;;la;;garantía;;guarantee, warranty;;2106
n-spa-957;;el;;vaso;;drinking glass, vase;;2107
n-spa-958;;el;;perﬁl;;proﬁle, outline;;2108
n-spa-959;;la;;proporción;;proportion;;2109
n-spa-960;;la;;ceremonia;;ceremony;;2111
n-spa-961;;el;;vidrio;;glass, pane;;2112
n-spa-962;;la;;ruta;;route;;2113
n-spa-963;;el;;anuncio;;advertisement, announcement;;2114
n-spa-964;;la;;soledad;;loneliness, solitude;;2116
n-spa-965;;la;;tesis;;thesis, exposition;;2117
n-spa-966;;el;;rincón;;corner;;2118
n-spa-967;;la;;nariz;;nose;;2119
n-spa-968;;el;;bolsillo;;pocket;;2121
n-spa-969;;la;;asociación;;association;;2123
n-spa-970;;el;;mando;;command, authority;;2125
n-spa-971;;el;;sabor;;flavor, taste;;2126
n-spa-972;;la;;década;;decade;;2127
n-spa-973;;la;;preparación;;preparation, training;;2128
n-spa-974;;el;;afecto;;affection, fondness;;2132
n-spa-975;;la;;protesta;;objection, protest;;2134
n-spa-976;;la;;patria;;native land, fatherland;;2135
n-spa-977;;el;;consumo;;consumption;;2136
n-spa-978;;la;;selva;;forest, jungle;;2138
n-spa-979;;la;;deuda;;debt;;2139
n-spa-980;;el;;horizonte;;horizon;;2140
n-spa-981;;el;;talento;;talent, skill;;2143
n-spa-982;;el;;gas;;gas;;2144
n-spa-983;;el;;té;;tea;;2145
n-spa-984;;la;;gloria;;glory, fame;;2146
n-spa-985;;el;;noviembre;;November;;2148
n-spa-986;;el;;candidato;;candidate;;2149
n-spa-987;;la;;llave;;key, faucet, wrench;;2150
n-spa-988;;el;;inconveniente;;inconvenience, drawback;;2151
n-spa-989;;el;;afán;;eagerness, zeal, effort;;2152
n-spa-990;;la;;etcétera;;etcetera;;2154
n-spa-991;;la;;comisión;;commission, committee;;2155
n-spa-992;;la;;posesión;;possession;;2158
n-spa-993;;la;;dama;;lady, dame;;2159
n-spa-994;;la;;onda;;wave, ripple;;2160
n-spa-995;;la;;botella;;bottle, ﬂask;;2161
n-spa-996;;la;;torre;;tower;;2162
n-spa-997;;la;;combinación;;combination;;2164
n-spa-998;;el;;cadáver;;corpse, body;;2165
n-spa-999;;el;;paquete;;package, packet;;2166
n-spa-1000;;el;;apellido;;last name;;2167
n-spa-1001;;la;;conferencia;;conference, lecture;;2171
n-spa-1002;;la;;propuesta;;proposal, proposition;;2173
n-spa-1003;;la;;intensidad;;intensity, force;;2174
n-spa-1004;;la;;explosión;;explosion;;2175
n-spa-1005;;el;;odio;;hatred;;2177
n-spa-1006;;el;;universo;;universe;;2179
n-spa-1007;;el;;milagro;;miracle;;2181
n-spa-1008;;la;;entrega;;delivery;;2182
n-spa-1009;;el;;mapa;;map;;2185
n-spa-1010;;el;;héroe;;hero;;2186
n-spa-1011;;el;;lunes;;Monday;;2187
n-spa-1012;;el;;tráﬁco;;trafﬁc, trade;;2188
n-spa-1013;;el;;terror;;terror, horror;;2189
n-spa-1014;;la;;casualidad;;chance, coincidence;;2190
n-spa-1015;;la;;risa;;laugh, chuckle;;2192
n-spa-1016;;la;;cuerda;;cord, rope;;2193
n-spa-1017;;la;;consulta;;consultation, advice;;2194
n-spa-1018;;la;;edición;;edition, publication;;2195
n-spa-1019;;el;;rayo;;ray, beam, lightning;;2197
n-spa-1020;;la;;tía;;aunt;;2199
n-spa-1021;;el;;adulto;;adult, grown-up;;2200
n-spa-1022;;el;;voto;;vote;;2201
n-spa-1023;;la;;calma;;calm, lull;;2202
n-spa-1024;;la;;oferta;;offer, bid, supply;;2205
n-spa-1025;;la;;vergüenza;;embarrassment;;2206
n-spa-1026;;el;;ave;;bird;;2207
n-spa-1027;;la;;rodilla;;knee;;2208
n-spa-1028;;el;;paseo;;walk, ride;;2209
n-spa-1029;;el;;registro;;register, record;;2214
n-spa-1030;;el;;pintor;;painter;;2218
n-spa-1031;;el;;delito;;crime, offense;;2219
n-spa-1032;;el;;vestido;;dress;;2220
n-spa-1033;;el;;relato;;tale, story;;2221
n-spa-1034;;el;;baile;;dance, ball;;2222
n-spa-1035;;el;;misterio;;mystery;;2223
n-spa-1036;;el;;ciclo;;cycle;;2225
n-spa-1037;;el;;síntoma;;symptom;;2228
n-spa-1038;;la;;amenaza;;threat;;2229
n-spa-1039;;el;;recorrido;;journey, itinerary, route;;2231
n-spa-1040;;la;;concepción;;conception;;2232
n-spa-1041;;la;;tristeza;;sadness;;2233
n-spa-1042;;la;;vaca;;cow;;2234
n-spa-1043;;la;;criatura;;creature, child;;2235
n-spa-1044;;la;;creencia;;belief;;2236
n-spa-1045;;el;;núcleo;;nucleus, core;;2238
n-spa-1046;;el;;perdón;;forgiveness, pardon;;2240
n-spa-1047;;la;;madrugada;;dawn, daybreak;;2241
n-spa-1048;;el;;obrero;;worker, laborer;;2243
n-spa-1049;;el;;cariño;;love, affection;;2246
n-spa-1050;;el;;ángel;;angel;;2248
n-spa-1051;;el;;rigor;;rigor, harshness;;2249
n-spa-1052;;el;;contraste;;contrast;;2251
n-spa-1053;;el;;turno;;turn; work shift;;2252
n-spa-1054;;el;;reino;;kingdom, reign;;2255
n-spa-1055;;el;;funcionamiento;;operation, functioning;;2258
n-spa-1056;;el;;auto;;auto, car;;2259
n-spa-1057;;la;;ala;;wing;;2260
n-spa-1058;;el;;debate;;debate;;2261
n-spa-1059;;la;;aplicación;;application;;2263
n-spa-1060;;el;;laboratorio;;laboratory;;2264
n-spa-1061;;el;;o la vendedor(a);;salesperson;;2266
n-spa-1062;;la;;copa;;cup, glass, tree top;;2267
n-spa-1063;;el;;tratado;;treaty, treatise;;2270
n-spa-1064;;el;;rechazo;;rejection, refusal;;2275
n-spa-1065;;la;;totalidad;;whole, totality;;2276
n-spa-1066;;el;;papá;;dad;;2281
n-spa-1067;;la;;mamá;;mom;;2286
n-spa-1068;;la;;vela;;candle, sail, vigil;;2287
n-spa-1069;;el;;establecimiento;;establishment;;2289
n-spa-1070;;el;;matiz;;hint, touch; shade, nuance; tint, hue;;2291
n-spa-1071;;la;;meta;;finish line; goal, target, objective;;2293
n-spa-1072;;la;;comodidad;;comfort, convenience;;2296
n-spa-1073;;el;;o la pariente;;relative;;2297
n-spa-1074;;la;;distribución;;distribution;;2299
n-spa-1075;;la;;invitación;;invitation;;2300
n-spa-1076;;la;;destrucción;;destruction;;2301
n-spa-1077;;la;;opción;;option, choice;;2305
n-spa-1078;;el;;máximo;;maximum;;2308
n-spa-1079;;la;;tarjeta;;card;;2309
n-spa-1080;;la;;fase;;phase;;2310
n-spa-1081;;la;;tropa;;troops, forces;;2312
n-spa-1082;;el;;socio;;member, partner;;2314
n-spa-1083;;el;;guía;;guide, leader;;2318
n-spa-1084;;el;;hielo;;ice;;2321
n-spa-1085;;la;;primavera;;spring, spring-like;;2325
n-spa-1086;;la;;simpatía;;sympathy, afﬁnity;;2327
n-spa-1087;;el;;centímetro;;centimeter;;2329
n-spa-1088;;la;;pantalla;;screen, monitor;;2330
n-spa-1089;;el;;toro;;bull;;2331
n-spa-1090;;el;;cultivo;;cultivation, crop;;2333
n-spa-1091;;el;;horror;;horror, atrocity;;2334
n-spa-1092;;el;;bienestar;;wellbeing, welfare;;2335
n-spa-1093;;la;;paciencia;;patience;;2336
n-spa-1094;;la;;convicción;;conviction;;2339
n-spa-1095;;el;;uniforme;;uniform;;2341
n-spa-1096;;la;;media;;average;;2342
n-spa-1097;;el;;mínimo;;minimum;;2343
n-spa-1098;;la;;compañera;;female companion;;2346
n-spa-1099;;el;;junio;;June;;2349
n-spa-1100;;el;;drama;;drama;;2350
n-spa-1101;;el;;doble;;double;;2354
n-spa-1102;;el;;episodio;;episode, incident;;2355
n-spa-1103;;la;;aﬁrmación;;statement, assertion;;2357
n-spa-1104;;el;;bar;;bar, snack bar, café;;2359
n-spa-1105;;la;;liberación;;liberation;;2361
n-spa-1106;;la;;estancia;;stay, stance, ranch;;2364
n-spa-1107;;la;;variedad;;variety;;2368
